location_name,latitude,longitude,image_url,explanation,tag
沖友天満宮,34.16056,132.84049,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B11_%E6%B2%96%E5%8F%8B%E5%A4%A9%E6%BA%80%E5%AE%AE.png,学問の神・菅原道真を祀る神社。静かな境内には古い木々が生い茂り、参拝者の心を落ち着かせる。受験シーズンには多くの学生が訪れ、合格祈願をする姿が見られる。,"自然, 温泉"
天満宮の牛,34.16062,132.84054,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B12_%E5%A4%A9%E6%BA%80%E5%AE%AE%E3%81%AE%E7%89%9B.png,天満宮の境内に鎮座する牛の像。学業成就を願う人々が頭を撫でることで御利益があるとされる。長年の風雨にさらされながらも、その姿は今も変わらず信仰の対象となっている。,"庭園, 自然, 温泉"
天満宮のぎょ！,34.16087,132.8404,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B13_%E5%A4%A9%E6%BA%80%E5%AE%AE%E3%81%AE%E3%81%8D%E3%82%99%E3%82%87.png,天満宮の境内にひっそりと佇む不思議な魚の石像。どのような由来があるのかは定かではないが、訪れた人々が驚きの声を上げるユニークなスポットとして知られている。,"庭園, 絶景, 歴史"
よく遊び、よく学べ（沖友小学校跡地）,34.16137,132.83946,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B15_%E4%BA%8C%E5%AE%AE%E9%87%91%E6%AC%A1%E9%83%8E%E5%83%8F.png,かつて多くの子どもたちが学んだ沖友小学校の跡地。現在はその面影を残しつつ地域の人々に愛される場所となっている。,"温泉, 神社, 絶景"
みかん蔵,34.16055,132.83944,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B19_%E3%81%BF%E3%81%8B%E3%82%93%E8%94%B5.png,地元特産のみかんを貯蔵していた歴史ある蔵。今では観光スポットとしても人気で、当時の農業の様子を知ることができる。甘酸っぱい香りが漂う場所としても親しまれている。,"グルメ, 絶景"
小さな神社,34.15972,132.83943,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E6%B2%96%E5%8F%8B20_%E5%B0%8F%E3%81%95%E3%81%AA%E7%A5%9E%E7%A4%BE.png,町の片隅にひっそりと佇む神社。大きな神社ではないが、地元の人々に大切にされており、訪れると心が落ち着く。静寂の中に神聖な雰囲気が漂うスポット。,"自然, 温泉, 絶景"
三軒長屋の窓,34.1837,132.82883,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%942_%E4%B8%89%E8%BB%92%E9%95%B7%E5%B1%8B%E3%81%AE%E7%AA%93.png,昔ながらの長屋に残る特徴的な窓。かつての庶民の暮らしを伝える貴重な建築物であり、シンプルながらも味わい深い佇まいが魅力的。歴史散策にはぴったりのスポット。,"絶景, 建築"
久比の入江,34.18559,132.82881,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%944_%E4%B9%85%E6%AF%94%E3%81%AE%E5%85%A5%E6%B1%9F.png,穏やかな海が広がる美しい入江。静かな波の音とともに、のどかな風景を楽しめる。夕暮れ時には特に美しい景色が広がり、訪れる人々を魅了する。,"庭園, 歴史, 絶景"
見どころ満載「称名寺」,34.18232,132.83085,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%949_%E7%A7%B0%E5%90%8D%E5%AF%BA.png,歴史ある称名寺は、美しい庭園や風格ある建築が見どころ。四季折々の景色が楽しめる。,"温泉, 自然"
屋根瓦にご注目！,34.1823,132.83099,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9410_%E7%A7%B0%E5%90%8D%E5%AF%BA%E5%B1%8B%E6%A0%B9%E7%93%A6.png,建物の屋根瓦には職人の技が光る装飾が施されている。細部にまでこだわった美しい意匠が魅力。,"温泉, 神社, 建築"
欧風の窓,34.18204,132.83083,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%945_%E6%AC%A7%E9%A2%A8%E3%81%AE%E7%AA%93.png,町並みに溶け込むレトロな欧風の窓が特徴的な建物。かつて外国人が滞在した影響を感じさせるデザインで、異国情緒あふれる景観が魅力。細部にまでこだわった装飾が見どころ。,"庭園, 建築, 温泉"
和洋合体,34.18408,132.82949,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%946_%E5%92%8C%E6%B4%8B%E5%90%88%E4%BD%93.png,和風と洋風の要素が見事に融合したユニークな建築物。外観は日本家屋の雰囲気を残しつつ、内部には洋風の装飾が施されている。歴史の流れを感じられる貴重な文化財。,"温泉, 歴史, 庭園"
「久比」印の瓦,34.18448,132.82875,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%947_%E4%B9%85%E6%AF%94%E5%8D%B0%E3%81%AE%E7%93%A6.png,屋根に刻まれた「久比」印の瓦が特徴的。地元の職人が手がけたもので、当時の建築技術の高さを伝えている。細かい意匠をじっくり観察すると新たな発見があるかも。,"建築, グルメ"
土に埋もれた橋,34.18169,132.83087,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9411_%E5%A4%A7%E6%AD%A3%E6%A9%8B.png,かつて使われていた橋の一部が土に埋もれ、今ではその面影だけが残る。時の流れとともに風化した姿が、かえって歴史の深みを感じさせるスポットとなっている。,"温泉, 神社"
ループ橋,34.18432,132.83234,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9412_%E3%83%AB%E3%83%BC%E3%83%95%E3%82%9A%E6%A9%8B.png,美しいカーブを描くループ橋。橋の上からは絶景が広がり、特に朝夕の景色は必見。ドライバーにも人気のスポットで、撮影スポットとしても知られている。,"庭園, 建築, グルメ"
篠原八幡宮,34.18395,132.83242,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9414_%E7%AF%A0%E5%8E%9F%E5%85%AB%E5%B9%A1%E5%AE%AE.png,地元で親しまれる歴史ある神社。境内には樹齢数百年の大木があり、神聖な雰囲気が漂う。毎年の祭りでは多くの参拝者で賑わい、伝統が今も受け継がれている。,"温泉, 建築, 絶景"
六角ナットの鳥居,34.18385,132.83222,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9415_%E7%AF%A0%E5%8E%9F%E5%85%AB%E5%B9%A1%E5%AE%AE%E9%B3%A5%E5%B1%85.png,他では見られないユニークな六角ナットを使った鳥居。職人技が光る工夫された構造で、近くで見るとその緻密な作りに驚かされる。歴史と技術の融合が魅力のスポット。,"建築, 自然"
10分間のミニクルーズ,34.18775,132.83208,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E4%B9%85%E6%AF%9416_%E3%83%9F%E3%83%8B%E3%82%AF%E3%83%AB%E3%83%BC%E3%82%B9%E3%82%99.png,短時間で楽しめる観光クルーズ。港を出ると心地よい潮風を感じながら、美しい海の景色を堪能できる。短い時間でも満足感たっぷりの人気アクティビティ。,"自然, 庭園"
通学路途中の足長小学生,34.17874,132.86753,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9712_%E9%80%9A%E5%AD%A6%E9%80%94%E4%B8%AD%E3%81%AE.png,通学路沿いにあるユーモラスな像。足が異常に長くデフォルメされた小学生の姿が特徴で、思わず二度見してしまうシュールなデザインが話題を呼んでいる。,"グルメ, 神社"
パステルカラーの洋館,34.17733,132.86776,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9713_%E3%83%8F%E3%82%9A%E3%82%B9%E3%83%86%E3%83%AB%E3%82%AB%E3%83%A9%E3%83%BC%E3%81%AE.png,淡いパステルカラーの外壁が美しい洋館。明るい色合いが印象的で、レトロな雰囲気と調和している。フォトジェニックなスポットとしても人気が高い。,"温泉, 神社, 自然"
海沿いの「三軒長屋の船宿」,34.17805,132.86814,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9714_%E4%B8%89%E8%BB%92%E9%95%B7%E5%B1%8B%E3%81%AE%E8%88%B9%E5%AE%BF.png,海沿いに並ぶ古い長屋の船宿。かつての漁師町の名残を感じられる貴重な建物で、波音を聞きながら散策すると当時の生活に思いを馳せることができる。,"自然, 温泉, 建築"
レトロな郵便ポスト,34.17816,132.86816,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9715_%E9%83%B5%E4%BE%BF%E3%83%9B%E3%82%9A%E3%82%B9%E3%83%88.png,昔ながらの赤い郵便ポストが今も現役で使われているスポット。周囲のレトロな町並みと相まって、昭和の雰囲気を感じさせる。写真撮影にもおすすめの場所。,"絶景, 建築, 庭園"
昇り龍の「うだつ」,34.17877,132.86803,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9716_%E3%81%86%E3%81%9F%E3%82%99%E3%81%A4.png,屋根に設置された「うだつ」に彫刻された昇り龍が見どころ。職人の技巧が光る精巧な彫刻で、歴史的価値も高い。力強い龍の姿が印象的なスポット。,"庭園, 神社, 建築"
歴史の見える丘公園からの景観,34.17709,132.86547,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9717_%E4%B8%98%E5%85%AC%E5%9C%92.png,公園の展望台からは、歴史ある町並みと海が一望できる。特に夕暮れ時には美しい景色が広がり、絶好のフォトスポットとして多くの人が訪れる。,"自然, 神社, 歴史"
神社へ渡る太鼓橋,34.17744,132.86837,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9718_%E5%A4%AA%E9%BC%93%E6%A9%8B.png,神社へと続く伝統的な太鼓橋。丸みを帯びたアーチが特徴で、朱色の欄干が美しい。橋を渡ると厳かな雰囲気が増し、神聖な空気を感じられる。,"温泉, 庭園"
幸せのレリーフ,34.17675,132.8683,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9719_%E3%83%AC%E3%83%AA%E3%83%BC%E3%83%95.png,古い建物の壁に刻まれた幸福を象徴するレリーフ。触れると幸運が訪れるとされ、観光客にも人気。隠れたパワースポットとして知られる場所。,"神社, グルメ, 絶景"
御手洗のシンボル「高燈篭」,34.17755,132.86835,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9720_%E9%AB%98%E7%87%88%E7%B1%A0.png,港町御手洗のシンボルともいえる高さのある燈篭。江戸時代の航海の目印として使われた歴史があり、今も地域のシンボルとして親しまれている。,"自然, 建築"
とらわれの竜,34.18289,132.85382,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B72_%E3%81%A8%E3%82%89%E3%82%8F%E3%82%8C%E3%81%AE%E7%AB%9C.png,壁に埋め込まれたような龍の装飾が特徴的な建物。まるで龍が閉じ込められているかのようなデザインがユニークで、見る人の想像力をかき立てる。,"神社, 自然"
鬼瓦ならぬ蛸瓦,34.18338,132.85511,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B73_%E8%9B%B8%E7%93%A6.png,通常の鬼瓦とは異なり、蛸を模したユニークな瓦が屋根に使われている。漁業が盛んな地域ならではのデザインで、海との深い関わりを感じさせる。,"歴史, 自然"
航海安全を見守る東風崎神社,34.1848,132.85782,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B74_%E6%9D%B1%E9%A2%A8%E5%B4%8E%E7%A5%9E%E7%A4%BE.png,船乗りたちが航海の安全を祈願した神社。長年にわたって地域の人々に信仰されており、境内には航海の無事を願う絵馬が数多く奉納されている。,"歴史, 庭園"
壁に「目」あり,34.18201,132.85216,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B75_%E5%A3%81%E3%81%AB%E7%9B%AE%E3%81%82%E3%82%8A.png,建物の壁に不思議な「目」のような模様が刻まれている場所。かつての職人が遊び心で施した装飾とも言われ、訪れる人々の好奇心をくすぐる。見つけたらじっくり観察してみよう。,"温泉, 歴史"
2階のドアは誰のため？？,34.18312,132.85539,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B76_2%E9%9A%8E%E3%81%AE%E3%83%88%E3%82%99%E3%82%A2.png,2階にある謎のドアが特徴の建物。階段もなく、何のために設置されたのか不明だが、過去の建築様式の名残とも考えられる。ミステリアスな雰囲気が漂う興味深いスポット。,"神社, 歴史"
幾何学的な壁,34.18412,132.85616,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B77_%E5%B9%BE%E4%BD%95%E5%AD%A6%E7%9A%84%E3%81%AA%E5%A3%81.png,幾何学模様が施された美しい壁。精巧なデザインと計算されたパターンが印象的で、建築の美しさを再認識できる場所。写真映えするスポットとしても人気がある。,"グルメ, 絶景, 神社"
大長港のオレンジフォン,34.18485,132.8583,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B78_%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B7%E3%82%99%E3%83%95%E3%82%A9%E3%83%B3.png,かつて港で使用されていたオレンジ色の公衆電話。今では珍しい存在となったが、港町のレトロな雰囲気とマッチしている。電話機の歴史を感じられる貴重な場所。,"自然, 温泉"
建物の目玉みたいな窓,34.18208,132.85266,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B79_%E7%9B%AE%E7%8E%89%E3%81%BF%E3%81%9F%E3%81%84%E3%81%AA%E7%AA%93.png,建物の外観にユニークな丸い窓があり、まるで目玉がついているように見える。デザインの意図は不明だが、その個性的な造形は訪れる人々の興味を引くポイントとなっている。,"絶景, 温泉"
あんなところになまこ壁,34.18225,132.8542,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B710_%E3%81%AA%E3%81%BE%E3%81%93%E5%A3%81.png,通常は蔵などに使われるなまこ壁が、意外な場所に施されている建物。防火や耐久性を考えた工夫とも言われ、歴史ある建築様式が今も生かされていることがわかる。,"神社, 絶景"
小動物の瓦細工,34.18166,132.85394,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B712_%E5%B0%8F%E5%8B%95%E7%89%A9%E3%81%AE%E7%93%A6%E7%B4%B0%E5%B7%A5.png,瓦の端に小さな動物が彫り込まれた職人技の光る装飾。見落としがちだが、細部にまでこだわる当時の建築技術の高さを示している。じっくり観察すると可愛らしさを感じることも。,"絶景, 歴史, 建築"
キスする石垣,34.18011,132.85416,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B713_%E3%82%AD%E3%82%B9%E3%81%99%E3%82%8B%E7%9F%B3%E5%9E%A3.png,2つの石がまるでキスしているように見えるユニークな形状の石垣。偶然の産物とも言われるが、その不思議な形が訪れる人々を惹きつける。記念写真にもおすすめのスポット。,"温泉, 絶景, 建築"
パワースポット「ホルトの木」,34.1815,132.8547,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B715_%E3%83%9B%E3%83%AB%E3%83%88%E3%81%AE%E6%9C%A8.png,町の中心にそびえる大きなホルトの木。長年にわたって地域を見守ってきた存在で、触れると元気をもらえると言われている。自然の力を感じるパワースポット。,"歴史, 神社, 庭園"
きりりとした洋館,34.18182,132.85722,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B716_%E3%81%8D%E3%82%8A%E3%82%8A%E3%81%A8%E3%81%97%E3%81%9F%E6%B4%8B%E9%A4%A8.png,端正な外観が特徴の美しい洋館。直線的なデザインとシンプルながらも品のある佇まいが魅力。歴史的な背景を持ち、現在も保存状態が良く観光客に人気の建築物。,"絶景, 温泉"
朝日の昇る窓,34.1797,132.85375,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B717_%E6%9C%9D%E6%97%A5%E3%81%AE%E6%98%87%E3%82%8B%E7%AA%93.png,特定の時間帯になると、朝日がちょうど窓を通して差し込む設計になっている建物。朝の光と共に見ると、幻想的な雰囲気が漂い、一日の始まりにぴったりのスポット。,"自然, 神社"
波のしゃちほこ,34.18065,132.85457,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%A4%A7%E9%95%B718_%E6%B3%A2%E3%81%AE%E3%81%97%E3%82%83%E3%81%A1%E3%81%BB%E3%81%93.png,波を模したユニークなしゃちほこが屋根に設置された建築物。通常のしゃちほことは異なり、躍動感のあるデザインが特徴。細部まで見て楽しめる貴重な建築装飾。,"自然, 絶景, 庭園"
弁天社の赤い鳥居,34.17985,132.8652,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%971_%E5%BC%81%E5%A4%A9%E7%A4%BE%E3%81%AE%E9%B3%A5%E5%B1%85.png,朱色の美しい鳥居が特徴の弁天社。海の守護神として信仰され、多くの人が参拝に訪れる。鮮やかな色合いが青空や緑と美しいコントラストを生み出している。,"温泉, 絶景, 自然"
江戸情緒の路地裏散策,34.17957,132.86642,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%972_%E6%B1%9F%E6%88%B8%E6%83%85%E7%B7%92.png,江戸時代の風情を今に伝える路地裏。石畳が続き、古い町家が並ぶ風景はまるでタイムスリップしたかのよう。静かに歩きながら、歴史の息吹を感じることができる。,"自然, 神社"
昔の船着き場「雁木（がんぎ）」,34.18021,132.8678,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%973_%E9%9B%81%E6%9C%A8.png,かつて船の乗降に使われていた石段「雁木」。江戸時代の交通の要所だった名残を残しており、今でもその構造をしっかりと見ることができる貴重な歴史スポット。,"絶景, 庭園"
商売繁盛を願うならココ,34.18003,132.86791,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%974_%E6%81%B5%E7%BE%8E%E9%A0%88%E7%A5%9E%E7%A4%BE.png,商売繁盛を願う人々が訪れる神社。境内には商売運向上のご利益があるとされる石碑があり、毎年多くの参拝者が訪れる。地元の商人たちに長年愛され続ける場所。,"絶景, 庭園"
語りかける「石」,34.179,132.86597,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%975_%E8%AA%9E%E3%82%8A%E3%81%8B%E3%81%91%E3%82%8B%E7%9F%B3.png,まるで顔のように見える形の石がある不思議なスポット。見る角度によって表情が変わるように見えるため、訪れるたびに新しい発見がある。神秘的な雰囲気を持つ場所。,"グルメ, 神社, 温泉"
異国情緒のテラス,34.1797,132.86753,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%976_%E3%83%86%E3%83%A9%E3%82%B9.png,異国の文化を感じさせるデザインのテラス。かつて外国人が滞在していた影響を受けた建築で、洋風の装飾が施されている。レトロな雰囲気が魅力的な隠れた名所。,"絶景, 自然"
潮待ちの船宿,34.17978,132.86793,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%977_%E8%88%B9%E5%AE%BF.png,かつて潮の流れを見ながら船を待った宿が残る場所。昔ながらの木造建築がそのまま保存されており、往時の船乗りたちの生活を感じることができる歴史的なスポット。,"温泉, 神社, グルメ"
御手洗のお手洗,34.17975,132.86832,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%978_%E3%81%8A%E6%89%8B%E6%B4%97%E3%81%84.png,江戸時代の公衆トイレが復元されたスポット。現代のトイレとは異なる構造に驚かされるが、当時の暮らしを知る貴重な資料として注目されている。,"歴史, 温泉, 建築"
船乗りの楽園「若胡子屋」跡,34.179,132.8663,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%979_%E8%8B%A5%E8%83%A1%E5%AD%90%E5%B1%8B%E8%B7%A1.png,江戸時代、船乗りたちが宿泊し、交流を深めた宿の跡地。かつての賑わいを感じさせる面影が残り、歴史好きにはたまらないスポット。建物の名残が風情を醸し出している。,"神社, 庭園"
満州寺の石垣,34.17875,132.86722,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9710_%E7%9F%B3%E5%9E%A3.png,長い年月を経た立派な石垣が残る寺。職人の手によって積み上げられた石組みの技術の高さが見どころ。苔むした石が歴史の重みを感じさせる趣深い場所。,"庭園, 神社"
名人のいる老舗時計店,34.17945,132.86711,https://api.expolis.cloud/assets/opendata/t/kure/png/islands-sightseeing-1/%E5%BE%A1%E6%89%8B%E6%B4%9711_%E8%80%81%E8%88%97%E6%99%82%E8%A8%88%E5%BA%97.png,代々続く時計職人の店。店内には懐かしい掛け時計やアンティークな置時計が並び、修理技術の高さに定評がある。長年地元の人々に愛され続ける名店。,"庭園, 歴史"
むろきはら橋（ループ橋）,34.176222054142300,132.79820196824500,undefined,大きな円を描くように架かる橋。車で走るとまるで空へ向かっているような感覚になり、眺めも抜群。ドライブスポットとしても人気が高い。,"自然, グルメ"
石碑のある井戸(1),34.1755856450238,132.7956469168990,undefined,井戸のそばに古い石碑が立つ歴史的な場所。石碑には由緒ある言葉が刻まれており、かつてこの井戸が地域の暮らしに欠かせない存在だったことを物語っている。,"庭園, 建築, 温泉"
豊浜まちづくりセンター（あび資料展示室）,34.176531562243300,132.79875566877100,undefined,地域の歴史や文化を学べる資料館。昔の道具や写真が展示されており、地元の暮らしの変遷がわかる。,"庭園, 歴史, グルメ"
豊浜市民センター,34.17594,132.79889,undefined,地元の人々が集う文化施設。イベントや講演会が開かれ、地域の交流の場として機能している。訪問者にも開放されており、地元の雰囲気を感じられる場所。,"グルメ, 温泉"
とよはまケーブルテレビ,34.17589,132.79935,undefined,地元のニュースや情報を発信するケーブルテレビ局。小さな町ならではの温かみのある番組が人気で、住民の生活に密着した情報が提供されている。,"庭園, 絶景, 建築"
室原神社,34.175759339657500,132.79831042207300,undefined,地域の守り神として信仰される神社。立派な鳥居が出迎え、境内には歴史を感じさせる木々が茂る。古くからの伝説が伝わる神聖なスポット。,"グルメ, 絶景"
カラフルな家,34.175449425463800,132.79597776228300,undefined,鮮やかな色に塗られた一風変わった家。ポップなデザインが特徴で、町の風景にアクセントを加えている。写真映えする人気スポットのひとつ。,"神社, 絶景, グルメ"
